FREQ,Frequenza,REF_AREA,Territorio,DATA_TYPE,Indicatore,MEASURE,Misura,AGE,Età,TIME_PERIOD,Osservazione,OBS_STATUS,'Stato dell"'osservazione'
A,Annuale,ITD,Nord-est,15_EMPMOV_COACH,'Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: pullman, corriera',HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,1.4,,
A,Annuale,ITD,Nord-est,15_EMPMOV_BUSC,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: pullman aziendale,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,0.2,,
A,Annuale,ITD,Nord-est,15_EMPMOV_PCAR,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: auto privata (come conducente),HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,74,,
A,Annuale,ITD,Nord-est,15_EMPMOV_PPASS,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: auto privata (come passeggero),HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,3.8,,
A,Annuale,ITD,Nord-est,15_EMPMOV_MOTOR,'Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: motocicletta, ciclomotore',HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,2.4,,
A,Annuale,ITD,Nord-est,15_EMPMOV_BICYC,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: bicicletta,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,4.4,,
A,Annuale,ITD,Nord-est,15_EMPL_MOVT_15,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: fino a 15 minuti,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,39.2,,
A,Annuale,ITD,Nord-est,15_EMPL_MOVT_31,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: 31 minuti e più,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,13.8,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,15_EMPMOV_FOOT,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: vanno a piedi,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,18.9,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,15_EMPMOV_MEANS,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: usano mezzi di trasporto,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,81.1,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,15_EMPMOV_TRAIN,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: treno,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,3.1,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,15_EMPMOV_BUS,'Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: tram, bus',HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,2.8,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,15_EMPMOV_METRO,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: metropolitana,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,0.1,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,15_EMPMOV_COACH,'Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: pullman, corriera',HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,2.7,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,15_EMPMOV_BUSC,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: pullman aziendale,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,0.6,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,15_EMPMOV_PCAR,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: auto privata (come conducente),HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,61.6,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,15_EMPMOV_PPASS,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: auto privata (come passeggero),HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,4.4,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,15_EMPMOV_MOTOR,'Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: motocicletta, ciclomotore',HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,2.2,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,15_EMPMOV_BICYC,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: bicicletta,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,7,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,15_EMPL_MOVT_15,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: fino a 15 minuti,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,44.4,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,15_EMPL_MOVT_31,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: 31 minuti e più,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,12.5,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,15_EMPMOV_FOOT,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: vanno a piedi,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,21.6,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,15_EMPMOV_MEANS,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: usano mezzi di trasporto,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,78.4,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,15_EMPMOV_TRAIN,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: treno,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,3.1,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,15_EMPMOV_BUS,'Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: tram, bus',HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,3.3,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,15_EMPMOV_METRO,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: metropolitana,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,0,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,15_EMPMOV_COACH,'Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: pullman, corriera',HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,3.8,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,15_EMPMOV_BUSC,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: pullman aziendale,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,1.2,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,15_EMPMOV_PCAR,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: auto privata (come conducente),HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,56.5,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,15_EMPMOV_PPASS,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: auto privata (come passeggero),HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,3.6,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,15_EMPMOV_MOTOR,'Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: motocicletta, ciclomotore',HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,2.7,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,15_EMPMOV_BICYC,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: bicicletta,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,9.3,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,15_EMPL_MOVT_15,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: fino a 15 minuti,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,43.7,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,15_EMPL_MOVT_31,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: 31 minuti e più,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,12.6,,
A,Annuale,ITD2,Provincia Autonoma Trento,15_EMPMOV_FOOT,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: vanno a piedi,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,16.3,,
A,Annuale,ITD2,Provincia Autonoma Trento,15_EMPMOV_MEANS,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: usano mezzi di trasporto,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,83.7,,
A,Annuale,ITD2,Provincia Autonoma Trento,15_EMPMOV_TRAIN,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: treno,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,3.1,,
A,Annuale,ITD2,Provincia Autonoma Trento,15_EMPMOV_BUS,'Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: tram, bus',HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,2.3,,
A,Annuale,ITD2,Provincia Autonoma Trento,15_EMPMOV_METRO,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: metropolitana,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,0.2,,
A,Annuale,ITD2,Provincia Autonoma Trento,15_EMPMOV_COACH,'Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: pullman, corriera',HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,1.7,,
A,Annuale,ITD2,Provincia Autonoma Trento,15_EMPMOV_BUSC,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: pullman aziendale,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,0,,
A,Annuale,ITD2,Provincia Autonoma Trento,15_EMPMOV_PCAR,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: auto privata (come conducente),HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,66.6,,
A,Annuale,ITD2,Provincia Autonoma Trento,15_EMPMOV_PPASS,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: auto privata (come passeggero),HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,5.2,,
A,Annuale,ITD2,Provincia Autonoma Trento,15_EMPMOV_MOTOR,'Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: motocicletta, ciclomotore',HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,1.7,,
A,Annuale,ITD2,Provincia Autonoma Trento,15_EMPMOV_BICYC,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: bicicletta,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,4.7,,
A,Annuale,ITD2,Provincia Autonoma Trento,15_EMPL_MOVT_15,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: fino a 15 minuti,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,45.2,,
A,Annuale,ITD2,Provincia Autonoma Trento,15_EMPL_MOVT_31,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: 31 minuti e più,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,12.5,,
A,Annuale,ITD3,Veneto,15_EMPMOV_FOOT,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: vanno a piedi,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,9.7,,
A,Annuale,ITD3,Veneto,15_EMPMOV_MEANS,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: usano mezzi di trasporto,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,90.3,,
A,Annuale,ITD3,Veneto,15_EMPMOV_TRAIN,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: treno,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,1.7,,
A,Annuale,ITD3,Veneto,15_EMPMOV_BUS,'Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: tram, bus',HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,3.7,,
A,Annuale,ITD3,Veneto,15_EMPMOV_METRO,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: metropolitana,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,0.4,,
A,Annuale,ITD3,Veneto,15_EMPMOV_COACH,'Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: pullman, corriera',HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,1.2,,
A,Annuale,ITD3,Veneto,15_EMPMOV_BUSC,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: pullman aziendale,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,0.2,,
A,Annuale,ITD3,Veneto,15_EMPMOV_PCAR,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: auto privata (come conducente),HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,76.7,,
A,Annuale,ITD3,Veneto,15_EMPMOV_PPASS,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: auto privata (come passeggero),HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,3,,
A,Annuale,ITD3,Veneto,15_EMPMOV_MOTOR,'Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: motocicletta, ciclomotore',HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,1.7,,
A,Annuale,ITD3,Veneto,15_EMPMOV_BICYC,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: bicicletta,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,4,,
A,Annuale,ITD3,Veneto,15_EMPL_MOVT_15,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: fino a 15 minuti,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,39.2,,
A,Annuale,ITD3,Veneto,15_EMPL_MOVT_31,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: 31 minuti e più,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,13.3,,
A,Annuale,ITD4,Friuli-Venezia Giulia,15_EMPMOV_FOOT,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: vanno a piedi,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,11,,
A,Annuale,ITD4,Friuli-Venezia Giulia,15_EMPMOV_MEANS,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: usano mezzi di trasporto,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,89,,
A,Annuale,ITD4,Friuli-Venezia Giulia,15_EMPMOV_TRAIN,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: treno,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,1.5,,
A,Annuale,ITD4,Friuli-Venezia Giulia,15_EMPMOV_BUS,'Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: tram, bus',HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,4.8,,
A,Annuale,ITD4,Friuli-Venezia Giulia,15_EMPMOV_METRO,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: metropolitana,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,0,,
A,Annuale,ITD4,Friuli-Venezia Giulia,15_EMPMOV_COACH,'Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: pullman, corriera',HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,0.9,,
A,Annuale,ITD4,Friuli-Venezia Giulia,15_EMPMOV_BUSC,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: pullman aziendale,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,0,,
A,Annuale,ITD4,Friuli-Venezia Giulia,15_EMPMOV_PCAR,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: auto privata (come conducente),HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,72.1,,
A,Annuale,ITD4,Friuli-Venezia Giulia,15_EMPMOV_PPASS,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: auto privata (come passeggero),HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,4.4,,
A,Annuale,ITD4,Friuli-Venezia Giulia,15_EMPMOV_MOTOR,'Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: motocicletta, ciclomotore',HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,5,,
A,Annuale,ITD4,Friuli-Venezia Giulia,15_EMPMOV_BICYC,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: bicicletta,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,3.5,,
A,Annuale,ITD4,Friuli-Venezia Giulia,15_EMPL_MOVT_15,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: fino a 15 minuti,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,40.9,,
A,Annuale,ITD4,Friuli-Venezia Giulia,15_EMPL_MOVT_31,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: 31 minuti e più,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,10.7,,
A,Annuale,ITD5,Emilia-Romagna,15_EMPMOV_FOOT,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: vanno a piedi,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,9.5,,
A,Annuale,ITD5,Emilia-Romagna,15_EMPMOV_MEANS,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: usano mezzi di trasporto,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,90.5,,
A,Annuale,ITD5,Emilia-Romagna,15_EMPMOV_TRAIN,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: treno,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,2.8,,
A,Annuale,ITD5,Emilia-Romagna,15_EMPMOV_BUS,'Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: tram, bus',HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,3.7,,
A,Annuale,ITD5,Emilia-Romagna,15_EMPMOV_METRO,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: metropolitana,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,0.3,,
A,Annuale,ITD5,Emilia-Romagna,15_EMPMOV_COACH,'Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: pullman, corriera',HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,1.5,,
A,Annuale,ITD5,Emilia-Romagna,15_EMPMOV_BUSC,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: pullman aziendale,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,0.3,,
A,Annuale,ITD5,Emilia-Romagna,15_EMPMOV_PCAR,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: auto privata (come conducente),HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,74.5,,
A,Annuale,ITD5,Emilia-Romagna,15_EMPMOV_PPASS,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: auto privata (come passeggero),HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,4.3,,
A,Annuale,ITD5,Emilia-Romagna,15_EMPMOV_MOTOR,'Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: motocicletta, ciclomotore',HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,2.7,,
A,Annuale,ITD5,Emilia-Romagna,15_EMPMOV_BICYC,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: bicicletta,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,4.4,,
A,Annuale,ITD5,Emilia-Romagna,15_EMPL_MOVT_15,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: fino a 15 minuti,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,37.4,,
A,Annuale,ITD5,Emilia-Romagna,15_EMPL_MOVT_31,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: 31 minuti e più,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,15.4,,
A,Annuale,ITE,Centro,15_EMPMOV_FOOT,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: vanno a piedi,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,10.4,,
A,Annuale,ITE,Centro,15_EMPMOV_MEANS,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: usano mezzi di trasporto,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,89.6,,
A,Annuale,ITE,Centro,15_EMPMOV_TRAIN,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: treno,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,4.2,,
A,Annuale,ITE,Centro,15_EMPMOV_BUS,'Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: tram, bus',HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,6.2,,
A,Annuale,ITE,Centro,15_EMPMOV_METRO,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: metropolitana,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,4.5,,
A,Annuale,ITE,Centro,15_EMPMOV_COACH,'Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: pullman, corriera',HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,1.2,,
A,Annuale,ITE,Centro,15_EMPMOV_BUSC,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: pullman aziendale,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,0.4,,
A,Annuale,ITE,Centro,15_EMPMOV_PCAR,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: auto privata (come conducente),HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,71.3,,
